nombre,latitud,longitud,administracion_zonal,parroquia,area_km2,densidad_puntos,nivel_necesidad
PARQUE YAVIRAC,-0.2262897,-78.5203488,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
PLAZA DE SAN FRANCISCO,-0.221172,-78.515187,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
CANCHA ESCALON 2,-0.328704,-78.53015,QUITUMBE,TURUBAMBA,6.0,9.0,1
CANCHAS HEROES DE PAQUISHA,-0.3429261,-78.5643369,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
CANCHAS SANTA ANA ALTA,-0.1213274,-78.5178992,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
CANCHA KENNEDY,-0.1392023,-78.4792684,EUGENIO ESPEJO,KENNEDY,3.0,5.0,2
PARQUE CERRO AZUL,-0.092987,-78.451397,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE BARRIO OCCIDENTAL,-0.125245,-78.506576,EUGENIO ESPEJO,COCHAPAMBA,3.0,5.333333333333333,2
CENTRO CULTURAL KAWSARINA,-0.285449,-78.532276,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
CENTRO DE SALUD EL BEATERIO,-0.3179679,-78.5355008,QUITUMBE,TURUBAMBA,6.0,9.0,1
CANCHAS PIO XII,-0.242769,-78.5047241,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
LIGA BARRIAL EL CONDE,-0.3245737,-78.5241122,QUITUMBE,TURUBAMBA,6.0,9.0,1
PARQUE CONFITECA,-0.3011,-78.54,QUITUMBE,QUITUMBE,10.0,6.2,2
PARQUE PACPO SIGLO XXI,-0.054896,-78.434152,CALDERON,CALDERON,30.0,4.566666666666666,2
CANCHA PIFO,-0.2191817,-78.3391667,TUMBACO,PIFO,100.0,0.13,4
CENTRO INFANTIL DE LAS CUCARDAS,0.00369,-78.4601,LA DELICIA,SAN ANTONIO,80.0,0.3,4
CANCHA PATRIMONIO FAMILIAR,-0.234245,-78.48957,MANUELA SAENZ,PUENGASI,15.0,3.2,3
COMITE PROMEJORAS CAUPICHO,-0.328546,-78.540445,QUITUMBE,TURUBAMBA,6.0,9.0,1
PARQUE SIDERAL,-0.0890333,-78.4488631,CALDERON,CALDERON,30.0,4.566666666666666,2
ESTADIO SANTA INES,-0.197995,-78.420515,TUMBACO,CUMBAYA,26.51,0.6035458317615994,4
PLAZA GASTRONOMICA EL TINGO,-0.287569,-78.439417,LOS CHILLOS,ALANGASI,40.0,0.55,4
PARQUE EL ROCIO,-0.111107,-78.488767,LA DELICIA,PONCEANO,6.0,2.0,3
CAPILLA BUENA ESPERANZA,-0.1961576,-78.3839608,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
PARQUE LA PRADERA,-0.0568391,-78.4209588,CALDERON,CALDERON,30.0,4.566666666666666,2
CENTRO DE EQUIDAD Y JUSTICIA CALDERON,-0.1038478,-78.4537302,CALDERON,CALDERON,30.0,4.566666666666666,2
CASA BARRIAL BEATERIO ALTO,-0.30385,-78.53118,QUITUMBE,QUITUMBE,10.0,6.2,2
CANCHA CIUDADELA ATAHUALPA,-0.249257,-78.533676,ELOY ALFARO,LA MAGDALENA,3.8,5.0,2
PARQUE CENTRAL OYACOTO,-0.1071999,-78.3959968,CALDERON,CALDERON,30.0,4.566666666666666,2
TROLE ALAMEDA SUR,-0.2137603,-78.502759,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
HOSPITAL ALBERTO CORREA CORNEJO,-0.161419,-78.320739,TUMBACO,YARUQUI,80.0,0.1875,4
SANTA ROSA DE CONOCOTO,-0.2908716,-78.50182,LOS CHILLOS,CONOCOTO,50.0,0.72,3
IGLESIA SAN JOSE DE PUEMBO,-0.1974041,-78.3473318,TUMBACO,PUEMBO,40.0,0.3,4
PARQUE CENTRAL LLOA,-0.2478814,-78.5828307,ELOY ALFARO,LLOA,260.0,0.019230769230769232,5
COLEGIO SIMON BOLIVAR,-0.209171,-78.502677,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
CANCHA CENEPA,0.005462,-78.448025,LA DELICIA,SAN ANTONIO,80.0,0.3,4
TROLE MAYORISTA,-0.2726595,-78.538087,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
MERCADO,-0.0040487,-78.4444725,LA DELICIA,SAN ANTONIO,80.0,0.3,4
PARQUE ALANGASI,-0.3085144,-78.4149339,LOS CHILLOS,ALANGASI,40.0,0.55,4
CENTRO DE SALUD CHIMBACALLE,-0.2445728,-78.513375,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
INSTITUTO GEOGRAFICO MILITAR,-0.214951,-78.492633,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
PARQUE SANTA TERESITA DEL VALLE,-0.2632183,-78.5004583,LOS CHILLOS,CONOCOTO,50.0,0.72,3
CANCHA TIWINZA,-0.0973231,-78.5260841,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
"ESCUELA ""CAPITAN ALFONSO ARROLLO""",-0.2812308976,-78.52422503,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
CENTRO MEDICO SANTA HILDEGARDA,-0.0838681,-78.5104314,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
PARQUE GONZALO DE LA VEGA,-0.213132,-78.518895,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
PARQUE DE GUALO,-0.141438,-78.442118,CALDERON,LLANO CHICO,15.0,1.2666666666666666,3
CASA BARRIAL BOLIVAR RODRIGUEZ,-0.226829,-78.49214,MANUELA SAENZ,PUENGASI,15.0,3.2,3
PLAZA CULTURAL JUAN MONTALVO,-0.0922011,-78.4526089,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE CENTRAL GUANGOPOLO,-0.2590124,-78.4518854,LOS CHILLOS,GUANGOPOLO,50.0,0.12,4
CANCHA LA ARGELIA,-0.291659,-78.532364,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
PARQUE RUMILOMA,-0.2639609575,-78.4516677856,LOS CHILLOS,GUANGOPOLO,50.0,0.12,4
COLEGIO ANGELICA IDROBO,-0.1029773,-78.5100921,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
PARQUE CENTRAL NANEGALITO,0.0615954,-78.6823498,CHOCO ANDINO,NANEGALITO,45.0,0.1111111111111111,4
PARQUE ECOLOGICO LA MAGDALENA,-0.238057,-78.5261837,ELOY ALFARO,LA MAGDALENA,3.8,5.0,2
PARADA GARCIA MORENO,-0.138468,-78.413412,CALDERON,LLANO CHICO,15.0,1.2666666666666666,3
PARQUE CHIVIQUI,-0.2271951,-78.3876747,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
IGLESIA LA TOLA CHICA,-0.2198762,-78.3739042,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
CANCHA LA TRINIDAD,-0.340661,-78.556081,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
IGLESIA SAN JOSE DE COCOTOG,-0.137686,-78.426765,CALDERON,LLANO CHICO,15.0,1.2666666666666666,3
TROLE LA COLINA,-0.2358077,-78.5148905,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
GUANGOPOLO,-0.2581084,-78.4518271,LOS CHILLOS,GUANGOPOLO,50.0,0.12,4
SAN MARCOS,-0.2248055935,-78.50806427,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
CENTRO DE SALUD LA ECUATORIANA,-0.31078,-78.5616617,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
PARQUE LINEAL BERNARDO DAVALOS,-0.253839,-78.497838,MANUELA SAENZ,PUENGASI,15.0,3.2,3
PARQUE RIO NUEVO,-0.2605529,-78.5495693,ELOY ALFARO,LA MENA,4.0,6.25,2
PARQUE DE OYAMBARILLO,-0.1947733,-78.331607,TUMBACO,TABABELA,10.0,0.5,4
PARQUE LA BOTA,-0.117302,-78.4571405,LA DELICIA,COMITE DEL PUEBLO,4.0,3.5,2
BEATRIZ COQUILANGO,-0.011487,-78.438794,LA DELICIA,SAN ANTONIO,80.0,0.3,4
CANCHA SAN LUIS DE CHILLOGALLO,-0.2751567,-78.5678056,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
PLAZA DE LAS CONCEPTAS,-0.218947,-78.511665,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
CASA BARRIAL NUEVA JERUSALEM,-0.3366651,-78.5377288,QUITUMBE,TURUBAMBA,6.0,9.0,1
CENTRO DE SALUD LA RAYA,-0.254734,-78.544092,ELOY ALFARO,CHILIBULO,5.0,5.2,2
CANCHA INCHAPICHO,-0.171344,-78.441191,EUGENIO ESPEJO,NAYON,20.0,0.3,4
PARQUE VICENTINA BAJA,-0.21825,-78.48623,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
ESCALINATA N69A,-0.108766,-78.484054,LA DELICIA,PONCEANO,6.0,2.0,3
CENTRO DE EDUCACION INICIAL MERCEDES GONZALEZ DE MOSCOSO,-0.2575032,-78.5515846,ELOY ALFARO,LA MENA,4.0,6.25,2
UPC LA GASCA,-0.1935333,-78.5072237,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
PARQUE MANZANA A5,-0.100408,-78.4516864,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE CIUDADELA DEL EJERCITO,-0.3112781,-78.5483041,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PARQUE CENTRAL LLANO CHICO,-0.127149,-78.444264,CALDERON,LLANO CHICO,15.0,1.2666666666666666,3
ADMINISTRACION ZONAL LA MARISCAL,-0.2064882,-78.4912654,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
ECOVIA BEATERIO NUEVA AURORA,-0.3179717,-78.5490407,QUITUMBE,TURUBAMBA,6.0,9.0,1
CENTRO DE SALUD ITCHIMBIA,-0.2244775,-78.5052965,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
PARQUE DE LOS TICTIRIANES,-0.077088,-78.470312,LA DELICIA,CARCELEN,7.5,2.933333333333333,3
CORNEJO ALTO,-0.259543,-78.466122,LOS CHILLOS,CONOCOTO,50.0,0.72,3
CAMINO DE LOS INCAS,-0.278692,-78.511857,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
ECOVIA DE LAS UNIVERSIDADES,-0.2081469,-78.4902681,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
PUEBLO UNIDO,-0.2978367,-78.5291617,QUITUMBE,QUITUMBE,10.0,6.2,2
LIGA BARRIAL EL GIRON,-0.2912214,-78.5678533,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
TROLE HERMANO MIGUEL,-0.2177911,-78.5061441,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
COMITE PROMEJORAS CAUPICHO,-0.328135,-78.538178,QUITUMBE,TURUBAMBA,6.0,9.0,1
CANCHA LA ECUATORIANA,-0.299696,-78.5628524,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
IGLESIA LA COCHA,-0.3194333,-78.5304492,QUITUMBE,QUITUMBE,10.0,6.2,2
BELLAVISTA,-0.189249,-78.471054,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
PLAZA EL CONSUELO,-0.21747,-78.498945,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
OBELISCO DE LA VICENTINA,-0.215149,-78.487226,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
PARQUE CENTRAL MANGAHUANTAG,-0.1689611,-78.3706957,TUMBACO,PUEMBO,40.0,0.3,4
BELLAVISTA,-0.19086,-78.46991,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
CASA BARRIAL SAN JUAN,-0.2127568,-78.510372,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
TROLE EL FLORON SUR,-0.1851714296,-78.49077246,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
CENTRO DE SALUD LA VICENTINA,-0.217938,-78.4848716,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
CENTRO CULTURAL BENJAMIN CARRION,-0.205395,-78.497772,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
CANCHA LA JOSEFINA,-0.0790491,-78.4729938,LA DELICIA,CARCELEN,7.5,2.933333333333333,3
PARQUE JIPIJAPA,-0.066243,-78.427731,CALDERON,CALDERON,30.0,4.566666666666666,2
TROLE AMARUÑAN,-0.29068,-78.5454917,QUITUMBE,QUITUMBE,10.0,6.2,2
ECOVIA AYAPAMBA,-0.2786987,-78.5320886,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
CANCHA LA GARZOTA,-0.26852,-78.562082,ELOY ALFARO,LA MENA,4.0,6.25,2
CANCHAS CASPIGASI,0.0105647,-78.4795784,LA DELICIA,SAN ANTONIO,80.0,0.3,4
PARQUE DEL HEROE,-0.218245,-78.45467,TUMBACO,CUMBAYA,26.51,0.6035458317615994,4
CASA BARRIAL SEÑOR DEL ARBOL,-0.009847,-78.441256,LA DELICIA,SAN ANTONIO,80.0,0.3,4
CENTRO DE SALUD LLOA,-0.2477619,-78.5802802,ELOY ALFARO,LLOA,260.0,0.019230769230769232,5
TROLE SOLANDA,-0.2700509,-78.5355334,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
ECOVIA EL CAPULI,-0.2989793,-78.5418225,QUITUMBE,QUITUMBE,10.0,6.2,2
COMITE PROMEJORAS AÑORANZA,-0.3308688,-78.5596017,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PLAZA EL QUINDE,-0.2028301,-78.4910545,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
PARQUE JULIO ENDARA,-0.2188314945,-78.4980163574,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
CANCHA LA ESPERANZA,-0.337255,-78.568245,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PARQUE LA ARGELIA,-0.2773249,-78.5216444,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
PARQUE SAUCES DEL VALLE,-0.254758,-78.487301,MANUELA SAENZ,PUENGASI,15.0,3.2,3
CANCHA LOS ANDES,-0.2796258,-78.5658641,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
MERCADO LAS CUADRAS,-0.280842,-78.557008,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
PARQUE Y CENTRO DE CAPACITACION,-0.081377,-78.467954,LA DELICIA,CARCELEN,7.5,2.933333333333333,3
CASA COMUNAL,-0.047982,-78.456569,LA DELICIA,POMASQUI,8.0,2.5,3
PARQUE RODRIGO PALLARES,-0.2027163,-78.4391598,TUMBACO,CUMBAYA,26.51,0.6035458317615994,4
ECOVIA BACA ORTIZ,-0.2023136,-78.4867423,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
LIGA BARRIAL SAN JOSE DE MONJAS,-0.232775,-78.4907452,MANUELA SAENZ,PUENGASI,15.0,3.2,3
CASA BARRIAL CHILIBULO,-0.238816,-78.534221,ELOY ALFARO,CHILIBULO,5.0,5.2,2
CASA BARRIAL HOSPITAL NRO. 1,-0.30614,-78.53018,QUITUMBE,QUITUMBE,10.0,6.2,2
ECOVIA CASA DE LA CULTURA,-0.2089308,-78.4960882,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
MANUEL MARIA RECALDE Y DOLORES CACUANGO,-0.273013,-78.564308,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
ECOVIA MARIN CENTRAL 2,-0.2219004,-78.5085814,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
CASA BARRIAL COLMENA,-0.22465,-78.524649,MANUELA SAENZ,LA LIBERTAD,2.0,7.0,1
COMITE PROMEJORAS BARRIO EL SOL,-0.354884,-78.53538,QUITUMBE,TURUBAMBA,6.0,9.0,1
CANCHA DAULE,-0.23839,-78.512992,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
PARQUE RAMON NAVA,-0.229005,-78.516152,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
PARQUE ALMA LOJANA,-0.233607,-78.482612,MANUELA SAENZ,PUENGASI,15.0,3.2,3
PLAZA DE GUAPULO,-0.2005817,-78.4753417,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
PARQUE JUAN MONTALVO,-0.0916352,-78.4498874,CALDERON,CALDERON,30.0,4.566666666666666,2
IGLESIA SAN SEBASTIAN,-0.2287272,-78.5128707,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
CASA BARRIAL TANASA,-0.2773764,-78.5258328,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
PARQUE LA VICENTINA,-0.2163035,-78.4891649,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
URBANIZACION CARLOS ANDRADE MARIN,-0.132468,-78.478408,EUGENIO ESPEJO,KENNEDY,3.0,5.0,2
IGLESIA NUESTRA SEÑORA DE LA MERCED,-0.218529,-78.513642,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
IGLESIA SANTA RAFAELA,-0.245117,-78.535542,ELOY ALFARO,CHILIBULO,5.0,5.2,2
PARQUE TURUBAMBA DE MONJAS,-0.320255,-78.5634683,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PARQUE CENTRAL MARIANITA DE JESUS,-0.082593,-78.4180473,CALDERON,CALDERON,30.0,4.566666666666666,2
CASA COMUNAL 24 DE JUNIO,-0.056467,-78.428099,CALDERON,CALDERON,30.0,4.566666666666666,2
CANCHA PONCEANO,-0.103206,-78.487001,LA DELICIA,PONCEANO,6.0,2.0,3
PARQUE DEL CONCEJO,-0.0799624,-78.5035628,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
LIGA DEPORTIVA SAN RAFAEL DE COTOCOLLAO,-0.112935,-78.50524,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
ESCUELA FE Y ALEGRIA,-0.232309,-78.528084,ELOY ALFARO,CHILIBULO,5.0,5.2,2
PARQUE ISLA PUNA,-0.0858451,-78.4493674,CALDERON,CALDERON,30.0,4.566666666666666,2
LIGA BARRIAL RANCHO SAN ANTONIO,-0.1019669,-78.5232725,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
MERCADO LA BOTA,-0.116703,-78.4580024,LA DELICIA,COMITE DEL PUEBLO,4.0,3.5,2
CENTRO DE SALUD SANTA CLARA DE MILLAN,-0.1895441,-78.5144766,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
PARQUE PLAZAPAMBA,-0.2333803,-78.3813659,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
PARQUE OBRERO INDEPENDIENTE,-0.2501169,-78.4960271,MANUELA SAENZ,PUENGASI,15.0,3.2,3
COMITE PROMEJORAS ONCE DE MAYO,-0.3557583,-78.5394583,QUITUMBE,TURUBAMBA,6.0,9.0,1
MUSHUK KAWSAY,-0.353109,-78.558203,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
ESCUELA CRISTOBAL COLON,-0.3678867,-78.3753337,LOS CHILLOS,PINTAG,544.0,0.03125,5
ESTADIO DE CHICHE OBRAJE,-0.2038209,-78.363579,TUMBACO,PUEMBO,40.0,0.3,4
PLAZA CENTRAL SAN MIGUEL DEL COMUN,-0.0937414,-78.4114469,CALDERON,CALDERON,30.0,4.566666666666666,2
CANCHA DIAZ DE LA MADRID,-0.183886,-78.509783,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
PARQUE JULIO MATOVELLE,-0.213615,-78.50805,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
ESTADIO NANEGAL,0.1387939,-78.6786752,CHOCO ANDINO,NANEGAL,350.0,0.005714285714285714,5
PLAZA BENALCAZAR,-0.2177847773,-78.5117797852,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
ACCION POPULAR,-0.2538504,-78.4939089,MANUELA SAENZ,PUENGASI,15.0,3.2,3
PARQUE CORDILLERA DE COTOCOLLAO,-0.1268111,-78.5251169,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
IGLESIA COCOTOG,-0.1376445,-78.426386,CALDERON,LLANO CHICO,15.0,1.2666666666666666,3
PARQUE BORJA YEROVI,-0.2033,-78.4957,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
MERCADO PIFO,-0.2247,-78.3369,TUMBACO,PIFO,100.0,0.13,4
CASA BARRIAL VALLES DEL SUR,-0.3155674,-78.5274424,QUITUMBE,QUITUMBE,10.0,6.2,2
CANCHAS DE LA ZONA 8,-0.1252777,-78.4661841,LA DELICIA,COMITE DEL PUEBLO,4.0,3.5,2
PARQUE LA CURVA,-0.112187,-78.4601296,LA DELICIA,COMITE DEL PUEBLO,4.0,3.5,2
IGLESIA DE SAN JOSE,-0.093247,-78.500413,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
UPC GUAPULO,-0.201497,-78.476451,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
CANCHA TOCTIUCO,-0.2074583,-78.5225122,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
BELLAVISTA,-0.1913754,-78.4704,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
TIERRA MIA,-0.339663,-78.5798845,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
LIGA BARRIAL BELLAVISTA,-0.1903473,-78.4719126,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
UPC SANTA BARBARA,-0.271822,-78.557877,ELOY ALFARO,LA MENA,4.0,6.25,2
BELLAVISTA,-0.188465,-78.471854,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
PARQUE CENTRAL LA CAPILLA,-0.11454,-78.41247,CALDERON,CALDERON,30.0,4.566666666666666,2
CHECA,-0.128537,-78.308791,TUMBACO,CHECA,55.0,0.12727272727272726,4
ESCUELA LUIS TUFIÑO,-0.09276,-78.4987165,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
ESCUELA GENERAL NUMACURO,-0.2903772755,-78.505897522,LOS CHILLOS,CONOCOTO,50.0,0.72,3
CANCHA JARDIN DEL VALLE,-0.2280277,-78.4841095,MANUELA SAENZ,PUENGASI,15.0,3.2,3
PARQUE ORIENTE QUITEÑO,-0.278088,-78.514612,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
PARQUE DE MARIANITAS,-0.082491,-78.4183014,CALDERON,CALDERON,30.0,4.566666666666666,2
CASA ADULTO MAYOR LOS CHILLOS,-0.291589,-78.47175,LOS CHILLOS,CONOCOTO,50.0,0.72,3
SAN MIGUEL DE ZAMBIZA,-0.149814,-78.435956,EUGENIO ESPEJO,ZAMBIZA,18.0,0.9444444444444444,3
ZAMBIZA,-0.148409,-78.442647,EUGENIO ESPEJO,ZAMBIZA,18.0,0.9444444444444444,3
PARQUE SANTA ISABEL,-0.338904,-78.486207,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
ECOVIA EL COMERCIO,-0.2718981,-78.5291373,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
PARQUE EL CAMPING,-0.1228949,-78.3142152,TUMBACO,CHECA,55.0,0.12727272727272726,4
CANCHA VIRGEN DEL CISNE,-0.2405192,-78.4816344,MANUELA SAENZ,PUENGASI,15.0,3.2,3
CANCHA SANTA ROSA DE CUMBAYA,-0.209361,-78.45722,TUMBACO,CUMBAYA,26.51,0.6035458317615994,4
CASA COMUNAL EDEN DEL VALLE,-0.239861,-78.487572,MANUELA SAENZ,PUENGASI,15.0,3.2,3
CASA BARRIAL VISTA HERMOSA DEL SUR,-0.3051167,-78.5318767,QUITUMBE,QUITUMBE,10.0,6.2,2
PARQUE SAN JUAN CALDERON,-0.0635163,-78.4295068,CALDERON,CALDERON,30.0,4.566666666666666,2
BOULEVARD COCOTOG,-0.1385891,-78.4189277,EUGENIO ESPEJO,ZAMBIZA,18.0,0.9444444444444444,3
MIRADOR DE GUAPULO,-0.2013992,-78.4792061,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
ESTADIO LIGA BARRIAL LA RUMIÑAHUI,-0.1235906,-78.4899877,EUGENIO ESPEJO,KENNEDY,3.0,5.0,2
PARQUE FRANCISCO ATAHUALPA,-0.304366,-78.560475,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
PARQUE PABLO HERRERA,-0.090058,-78.453095,CALDERON,CALDERON,30.0,4.566666666666666,2
BELLAVISTA,-0.191391,-78.471986,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
PARQUE PABLO HERRERA,-0.0900202,-78.4538477,CALDERON,CALDERON,30.0,4.566666666666666,2
ESCUELA UNION SOVIETICA,-0.159534,-78.504046,EUGENIO ESPEJO,COCHAPAMBA,3.0,5.333333333333333,2
MERCADO QUITO SUR,-0.2600351,-78.5310783,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
UNIDAD METROPOLITANA DE SALUD SUR,-0.2521155,-78.5168252,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
NUEVOS HORIZONTES DE HUARCAY,-0.2947452,-78.5767073,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
PARQUE ARCO IRIS,-0.0596645,-78.4172662,CALDERON,CALDERON,30.0,4.566666666666666,2
CASA COMUNAL,-0.0984775,-78.5027176,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
BELLAVISTA,-0.190157,-78.471475,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
TROLE PLAZA DEL TEATRO,-0.2187365592,-78.5088272095,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
CANCHA SAN JUAN BAUTISTA,-0.2047119,-78.4493889,TUMBACO,CUMBAYA,26.51,0.6035458317615994,4
CASA BARRIAL COMITE DEL PUEBLO,-0.118231,-78.463745,LA DELICIA,COMITE DEL PUEBLO,4.0,3.5,2
CDI VELASCO,-0.102966,-78.512993,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
LIGA LAS CASAS,-0.187596847,-78.508689,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
PASAJE PUERTO BAQUERIZO MORENO,-0.086899,-78.449292,CALDERON,CALDERON,30.0,4.566666666666666,2
IGLESIA SANTA ROSA,-0.2907972,-78.4995902,LOS CHILLOS,CONOCOTO,50.0,0.72,3
PARQUE 23 DE JUNIO,-0.107073,-78.498638,LA DELICIA,COTOCOLLAO,10.0,1.8,3
AREA VERDE DE LOS ALMENDROS,-0.113397,-78.465823,LA DELICIA,COMITE DEL PUEBLO,4.0,3.5,2
PARQUE SANTA LUCIA DE LA ARGELIA,-0.280124,-78.527349,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
LLANO CHICO,-0.127108,-78.4467417,CALDERON,LLANO CHICO,15.0,1.2666666666666666,3
IGLESIA SAN JOSE MORAN,-0.0827203,-78.437039,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE GUALO,-0.141651,-78.443068,CALDERON,LLANO CHICO,15.0,1.2666666666666666,3
BELLAVISTA,-0.188919,-78.472409,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
UPC FERROVIARIA MEDIA,-0.256772,-78.5146392,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
CANCHA 9 DE DICIEMBRE,-0.2779622,-78.5765345,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
ECOVIA PACARILLACTA,-0.2923517,-78.5393633,QUITUMBE,QUITUMBE,10.0,6.2,2
ESCUELA NICOLAS GILLEN,-0.291138,-78.52839,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
