nombre,latitud,longitud,administracion_zonal,parroquia,area_km2,densidad_puntos,nivel_necesidad
PARQUE MATILDE ALVAREZ,-0.333241,-78.552363,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
LIGA NUEVOS HORIZONTES,-0.306577,-78.527631,QUITUMBE,QUITUMBE,10.0,6.2,2
PARQUE DE JOSE PERALTA,-0.341023,-78.571135,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PARQUE SANTA ROSA 3,-0.271257,-78.563485,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
PARQUE LATINA,-0.308621,-78.566387,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
PARQUE NUEVA AURORA,-0.319343,-78.551203,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PARQUE SANTA MARTHA BAJA,-0.274807,-78.557933,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
PARQUE PADRE INOCENCIO JACOME,-0.334264,-78.543553,QUITUMBE,TURUBAMBA,6.0,9.0,1
PARQUE PRADERAS DEL SUR,-0.327832,-78.567094,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
ECOVIA SAN JOSE DE GUAMANI,-0.32598,-78.550292,QUITUMBE,TURUBAMBA,6.0,9.0,1
PARQUE VENECIA 1,-0.33705,-78.544686,QUITUMBE,TURUBAMBA,6.0,9.0,1
PARQUE VENECIA 2,-0.33156,-78.540594,QUITUMBE,TURUBAMBA,6.0,9.0,1
CANCHA UNIDAD Y PROGRESO,-0.299389,-78.560263,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
PARADA DE BUS EL LIMONAR,-0.2264,-78.4479,TUMBACO,CUMBAYA,26.51,0.6035458317615994,4
PARADA DE BUS PARADA CUSUBAMBA,-0.109181,-78.297432,TUMBACO,EL QUINCHE,130.0,0.1,5
PARADA DE BUS TABABELA,-0.191721,-78.340177,TUMBACO,TABABELA,10.0,0.5,4
PARADA DE BUS LA VICTORIA,-0.108256,-78.297766,TUMBACO,EL QUINCHE,130.0,0.1,5
PARQUE LA ESTACION,-0.110655,-78.293993,TUMBACO,EL QUINCHE,130.0,0.1,5
PARQUE LINEAL OLALLA,-0.232718,-78.339304,TUMBACO,PIFO,100.0,0.13,4
PARQUE LA VICTORIA,-0.102058,-78.314361,TUMBACO,EL QUINCHE,130.0,0.1,5
PARADA DE BUS SAN JUAN,-0.205364,-78.444785,TUMBACO,CUMBAYA,26.51,0.6035458317615994,4
PARADA DE BUS SAN JUAN DE CUMBAYA,-0.203099,-78.440101,TUMBACO,CUMBAYA,26.51,0.6035458317615994,4
BARRIO COCHAPAMBA,-0.374494,-78.509701,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
ESTADIO LA MERCED,-0.299396,-78.4018,LOS CHILLOS,LA MERCED,1.5,7.333333333333333,1
CONSERVATORIO DE MUSICA AMAGUAÑA,-0.374802,-78.506877,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
PARQUE LA ARMENIA,-0.267617,-78.470467,LOS CHILLOS,CONOCOTO,50.0,0.72,3
ADMINISTRACION ZONAL LOS CHILLOS,-0.312554,-78.472672,LOS CHILLOS,CONOCOTO,50.0,0.72,3
BALNEARIO LA MOYA,-0.301762,-78.473138,LOS CHILLOS,CONOCOTO,50.0,0.72,3
QUITOPIA LA Y,-0.164693,-78.485262,EUGENIO ESPEJO,JIPIJAPA,4.5,2.2222222222222223,3
PARQUE ITALIA,-0.195841,-78.499778,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
TROLE LA MARISCAL NORTE,-0.204274,-78.498656,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
TROLE SANTA CLARA,-0.200946,-78.497156,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
TROLE COLON NS,-0.198537,-78.496219,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
TROLE MARIANA DE JESUS NORTE,-0.187327,-78.491483,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
TROLE ESTADIO NS,-0.178818,-78.489063,EUGENIO ESPEJO,RUMIPAMBA,4.5,2.0,3
TROLE LA Y NS,-0.172037,-78.487745,EUGENIO ESPEJO,RUMIPAMBA,4.5,2.0,3
ECOVIA LOS SAUCES,-0.170037,-78.47633,EUGENIO ESPEJO,JIPIJAPA,4.5,2.2222222222222223,3
ECOVIA NACIONES UNIDAS,-0.178222,-78.478123,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
METRO EL LABRADOR 1,-0.154398,-78.486953,EUGENIO ESPEJO,LA CONCEPCION,2.5,4.8,2
METRO EL LABRADOR 2,-0.154616,-78.486443,EUGENIO ESPEJO,LA CONCEPCION,2.5,4.8,2
PARQUE SAN JUAN,-0.213453,-78.513615,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
BOULEVARD 24 DE MAYO,-0.221673,-78.518106,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
COMITE BARRIAL VIRGEN DEL PANECILLO,-0.227112,-78.517758,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
MAMA CUCHARA,-0.228661,-78.509052,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
ARCO SANTO DOMINGO,-0.2251,-78.512172,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
CASA BARRIAL EL ROSARIO,-0.22256,-78.48514,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
PLAZA DE SANTA CLARA,-0.222093,-78.515908,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
ARCO DE LA REINA,-0.222575,-78.514903,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
INSTITUTO METROPOLITANO DE PATRIMONIO,-0.217279,-78.51018,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
CENTRO CULTURAL METROPOLITANO,-0.220351,-78.513019,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
IGLESIA DE LA COMPAÑIA DE JESUS,-0.221214,-78.513668,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
CASA BARRIAL ARGENTINA,-0.320094,-78.547402,QUITUMBE,TURUBAMBA,6.0,9.0,1
SENDERO SAN BLAS,-0.219022,-78.504134,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
PARQUE LOS COCOS,-0.217931,-78.482998,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
PARQUE LA CUCHARA,-0.229757,-78.501535,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
COLECTIVO BARRIAL SAN BLAS,-0.218923,-78.506309,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
SENDERO LA TOLA,-0.222031,-78.505799,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
UNIDAD EDUCATIVA AZMS,-0.226791,-78.514122,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
CENTRO COMERCIAL HERMANO MIGUEL,-0.217532,-78.514913,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
PARQUE HAITI,-0.211822,-78.506463,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
TROLE CUMANDA,-0.226417,-78.513048,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
BULEVAR 24 DE MAYO,-0.222108,-78.517331,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
TROLE EL EJIDO NORTE,-0.208584,-78.500286,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
PARQUE LIQUIDO,-0.335353,-78.543714,QUITUMBE,TURUBAMBA,6.0,9.0,1
LIGA DEPORTIVA MANUELITA SAENZ,-0.331537,-78.582329,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
CANCHAS SAN BLAS,-0.305568,-78.524212,QUITUMBE,QUITUMBE,10.0,6.2,2
ECOVIA SANTO TOMAS,-0.332131,-78.550483,QUITUMBE,TURUBAMBA,6.0,9.0,1
UE OSWALDO LOMBEYDA,-0.33654,-78.562416,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PARQUE SIERRA HERMOSA,-0.331545,-78.564779,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PARQUE SAN FRANCISCO ESMERALDA,-0.323711,-78.558682,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
METRO MORAN VALVERDE,-0.280823,-78.548543,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
CANCHA EL ROSAL,-0.2837,-78.561447,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
PARQUE SOL NACIENTE,-0.061325,-78.416659,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE CARCELEN BAJO,-0.073373,-78.454583,LA DELICIA,CARCELEN,7.5,2.933333333333333,3
PARADA PUSUQUI,-0.073577,-78.478832,LA DELICIA,POMASQUI,8.0,2.5,3
PARADA DOS HEMISFERIOS,-0.069576,-78.470011,LA DELICIA,POMASQUI,8.0,2.5,3
BOULEVARD EQUINOCCIAL,-0.006497,-78.449643,LA DELICIA,SAN ANTONIO,80.0,0.3,4
BOULEVARD EQUINOCCIAL,-0.004483,-78.45157,LA DELICIA,SAN ANTONIO,80.0,0.3,4
PARQUE KENNEDY,-0.111770469,-78.49136081,LA DELICIA,PONCEANO,6.0,2.0,3
TROLE QUITO SUR,-0.261248,-78.53081,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
PARQUE CHILIBULO,-0.246233,-78.548702,ELOY ALFARO,CHILIBULO,5.0,5.2,2
COMUNA CHIRIBOGA,-0.2288,-78.7671,ELOY ALFARO,LLOA,260.0,0.019230769230769232,5
PARQUE SOLANDA,-0.268526,-78.538906,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
BALNEARIO CUNUYACU,-0.22921,-78.43064,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
CANCHA RUMIHUAYCO,-0.224653,-78.39626,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
PARQUE MANGAHUANTAG,-0.166896,-78.371729,TUMBACO,PUEMBO,40.0,0.3,4
PARQUE SAN JOSE DE PUEMBO,-0.203177,-78.344322,TUMBACO,PUEMBO,40.0,0.3,4
PARADA LALAGACHI,-0.150368,-78.31923,TUMBACO,YARUQUI,80.0,0.1875,4
PARQUE VÍA LA VICTORIA,-0.107643,-78.298938,TUMBACO,EL QUINCHE,130.0,0.1,5
TERMINAL EL QUINCHE,-0.10771,-78.297258,TUMBACO,EL QUINCHE,130.0,0.1,5
PARADA REINA DEL QUINCHE,-0.111823,-78.296699,TUMBACO,EL QUINCHE,130.0,0.1,5
CASA BARRIAL SAN PEDRO DE LA TOLA,-0.145166,-78.302911,TUMBACO,CHECA,55.0,0.12727272727272726,4
PARADA DE LA VILLA VEGA,-0.210467,-78.38591,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
PARADA RUMIHUAYCO,-0.227615,-78.399054,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
PARQUE PUEMBO,-0.176601,-78.36498,TUMBACO,PUEMBO,40.0,0.3,4
PARADA VICTOR EMILIO ESTRADA,-0.159027,-78.29426,TUMBACO,CHECA,55.0,0.12727272727272726,4
CASA BARRIAL LA COLINA,-0.053615,-78.35159,EUGENIO ESPEJO,GUAYLLABAMBA,48.0,0.2708333333333333,4
PARQUE CENTRAL GUAYLLABAMBA,-0.058433,-78.345377,EUGENIO ESPEJO,GUAYLLABAMBA,48.0,0.2708333333333333,4
CANCHAS DEPORTIVAS SAN LUIS,-0.057532,-78.344304,EUGENIO ESPEJO,GUAYLLABAMBA,48.0,0.2708333333333333,4
MERCADO GUAYLLABAMBA,-0.065274,-78.361137,EUGENIO ESPEJO,GUAYLLABAMBA,48.0,0.2708333333333333,4
CANCHAS SAN RAFAEL,-0.051487,-78.345141,EUGENIO ESPEJO,GUAYLLABAMBA,48.0,0.2708333333333333,4
COLISEO PERRUCHO,0.110081,-78.425477,EUGENIO ESPEJO,PERUCHO,38.0,0.05263157894736842,5
COLEGIO PROCER ANTONIO AGUIRRE,0.132463,-78.371288,EUGENIO ESPEJO,ATAHUALPA,140.0,0.014285714285714285,5
PARQUE BELLO HORIZONTE,-0.053595,-78.425437,CALDERON,CALDERON,30.0,4.566666666666666,2
CENTRO DE DESARROLLO INFANTIL EL TRIUNFO,0.132548,-78.369505,EUGENIO ESPEJO,ATAHUALPA,140.0,0.014285714285714285,5
PUELLARO,0.066645,-78.402627,EUGENIO ESPEJO,PUELLARO,146.0,0.02054794520547945,5
CHAVEZPAMBA,0.124455,-78.404156,EUGENIO ESPEJO,CHAVEZPAMBA,40.0,0.05,5
GUAYLLABAMBA,-0.059217,-78.346274,EUGENIO ESPEJO,GUAYLLABAMBA,48.0,0.2708333333333333,4
PARQUE NUEVO HORIZONTE,-0.292238,-78.57546,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
ECOVIA BENALCAZAR,-0.18123,-78.478583,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
ECOVIA BELLAVISTA,-0.189149,-78.480356,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
ECOVIA ELOY ALFARO,-0.184611,-78.479141,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
UE 11 DE MARZO,-0.251219,-78.520382,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
PARQUE DE CHILLOGALLO,-0.276347,-78.554106,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
PARQUE TEODORO GOMEZ,-0.263568,-78.527602,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
ESTADIO TABABELA,-0.182752,-78.345465,TUMBACO,TABABELA,10.0,0.5,4
PARQUE SANTA BARBARA,-0.073077,-78.408008,CALDERON,CALDERON,30.0,4.566666666666666,2
PARUQE CENTRAL PUELLARO,0.065834,-78.40292,EUGENIO ESPEJO,PUELLARO,146.0,0.02054794520547945,5
CENTRO SALUD PUELLARO,0.065133,-78.400214,EUGENIO ESPEJO,PUELLARO,146.0,0.02054794520547945,5
PARQUE CHAVEZPAMBA,0.124325,-78.404101,EUGENIO ESPEJO,CHAVEZPAMBA,40.0,0.05,5
PARQUE JAPON,-0.170596,-78.482262,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
CANCHA EL CEDRO,-0.232258,-78.475389,MANUELA SAENZ,PUENGASI,15.0,3.2,3
CASA BARRIAL VISTA HERMOSA,-0.176369,-78.511446,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
PARQUE PRIMERO DE MAYO,-0.255537,-78.528762,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
PACTO,0.141879,-78.767624,CHOCO ANDINO,PACTO,236.0,0.01694915254237288,5
NOROCCIDENTE,0.05995,-78.682299,CHOCO ANDINO,NANEGALITO,45.0,0.1111111111111111,4
PARQUE TABLON,-0.148047,-78.455223,EUGENIO ESPEJO,SAN ISIDRO DEL INCA,7.0,1.5714285714285714,3
PARQUE CENTRAL NONO,-0.065518,-78.576743,CHOCO ANDINO,NONO,230.0,0.013043478260869565,5
PARQUE AMBROCIO ACOSTA,-0.286548,-78.562624,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
PARQUE BELLAURORA,-0.128518,-78.452178,EUGENIO ESPEJO,SAN ISIDRO DEL INCA,7.0,1.5714285714285714,3
PARQUE SAN JOSE DE MORAN,-0.085739,-78.439395,CALDERON,CALDERON,30.0,4.566666666666666,2
COMUNA SANTA ELENA,0.091622,-78.717345,CHOCO ANDINO,NANEGALITO,45.0,0.1111111111111111,4
UE TARQUI,-0.25043,-78.516917,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
PARADA 4 ESQUINAS,-0.193956,-78.39641,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
LA MARISCAL,-0.20841,-78.498233,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
ESCUELA GASPAR DE CARVAJAL,-0.380846,-78.370545,LOS CHILLOS,PINTAG,544.0,0.03125,5
PARQUE LOS CHILLOS,-0.310587,-78.471947,LOS CHILLOS,CONOCOTO,50.0,0.72,3
PLAZA SIXTO DURAN BALLEN,-0.220269,-78.510649,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
MIRADOR DE HUMBOLT,-0.204768,-78.527913,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
PARQUE LOS ANGELES,-0.054914,-78.436082,CALDERON,CALDERON,30.0,4.566666666666666,2
LA RONDA,-0.224409,-78.513842,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
PLAZA GRANDE 2,-0.21964,-78.512183,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
PLAZA VICTORIA,-0.222832,-78.51915,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
ECOVIA PLAYON MARIN 2,-0.228187,-78.506757,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
ESCUELA ENRIQUE PONCE GANGOTENA,-0.268351,-78.348058,TUMBACO,PIFO,100.0,0.13,4
CEMENTERIO EL QUINCHE,-0.112939,-78.296145,TUMBACO,EL QUINCHE,130.0,0.1,5
PARUQE BARRIO EL PARAISO,-0.23643,-78.541191,ELOY ALFARO,CHILIBULO,5.0,5.2,2
