nombre,lat,lng,az,parroquia
PARQUE SAN JOSE DE CHILIBULO,-0.2397,-78.541,ELOY ALFARO,CHILIBULO
LA COMUNA,-0.189528,-78.510861,LA MARISCAL,BELISARIO QUEVEDO
CASA BARRIAL NEPTALI JARRIN,-0.2604,-78.4521,ELOY ALFARO,LA FERROVIARIA
PLAZA BELMONTE,-0.218796,-78.505276, MANUELA SAENZ,CENTRO HISTORICO
PARADA QUICENTRO SUR,-0.284167,-78.543139,QUITUMBE,QUITUMBE
PARQUE TURUBAMBA,-0.3149,-78.5611,QUITUMBE,LA ECUATORIANA
PARQUE VISTA HERMOSA,-0.044986,-78.430979,CALDERON,CALDERON
PARQUE BALCONES DE MORAN,-0.08215,-78.43519,CALDERON,CALDERON
PARQUE BRISAS DEL NORTE,-0.081571,-78.443699,CALDERON,CALDERON
PARQUE BUENA VISTA,-0.056985,-78.4354,CALDERON,CALDERON
PARQUE SAN PEDRO,-0.110421,-78.439087,CALDERON,CALDERON
PARQUE EDEN 03,-0.050587,-78.429882,CALDERON,CALDERON
CASA COMUNAL NUEVO AMANECER,-0.0782,-78.4419,CALDERON,CALDERON
PARQUE SAN FRANCISCO,-0.083817,-78.44618,CALDERON,CALDERON
PARQUE EL BELEN,-0.063229,-78.435105,CALDERON,CALDERON
PARQUE CANCHAS HERNANDO PARRA,-0.106199,-78.454285,CALDERON,CALDERON
PARQUE SAN LUIS,-0.097385,-78.445058,CALDERON,CALDERON
BELLAVISTA DE CALDERON,-0.066444,-78.417064,CALDERON,CALDERON
PARQUE CENTINELA DEL SUR,-0.06982,-78.429272,CALDERON,CALDERON
PARQUE COLINAS DEL SOL,-0.045967,-78.431944,CALDERON,CALDERON
PARQUE BLANQUITA MURGUEYTIO,-0.102739,-78.424934,CALDERON,CALDERON
PARQUE B5,-0.0946,-78.4509,CALDERON,CALDERON
PARQUE COLLAS 2,-0.092162,-78.419684,CALDERON,CALDERON
PARQUE MARIANAS 4000,-0.07609,-78.42849,CALDERON,CALDERON
PARQUE SEMILLAS,-0.106835,-78.415831,CALDERON,CALDERON
PARQUE SAN JOSE DE MORAN,-0.084687,-78.435463,CALDERON,CALDERON
PARQUE TARQUI,-0.100025,-78.420073,CALDERON,CALDERON
PARQUE LOS NARDOS,-0.065727,-78.412096,CALDERON,CALDERON
CASA BARRIAL BARRIO 24 DE JULIO,-0.249274,-78.544368,ELOY ALFARO,CHILIBULO
PARQUE LA BALACERA,-0.247228,-78.540024,ELOY ALFARO,CHILIBULO
PARQUE BARRIO 9 DE JULIO,-0.246229,-78.502303,ELOY ALFARO,LA FERROVIARIA
CASA BARRIAL BARRIO LA LORENA,-0.243923,-78.544173,ELOY ALFARO,CHILIBULO
PARQUE LOS LIBERTADORES,-0.242581,-78.536657,ELOY ALFARO,CHILIBULO
CASA BARRIAL 29 DE MAYO,-0.245215,-78.583442,ELOY ALFARO,LLOA
CASA BARRIAL EL PARAISO,-0.2342,-78.5408,ELOY ALFARO,CHILIBULO
PARQUE PEDRO CEVALLOS GUAYASAMIN,-0.24524,-78.504963,ELOY ALFARO,LA FERROVIARIA
CANCHAS DE USO MULTIPLE NECOCHEA,-0.234857,-78.523362,ELOY ALFARO,LA MAGDALENA
PARQUE JARAMILLO ARTEAGA,-0.245,-78.5085,ELOY ALFARO,CHIMBACALLE
PARQUE 5 DE FEBRERO,-0.263634,-78.556405,ELOY ALFARO,LA MENA
CASA BARRIAL NEPTALI JARRIN,-0.2604,-78.507141,ELOY ALFARO,LA FERROVIARIA
CENTRO CULTURAL SAN CARLOS DEL SUR,-0.283965,-78.512109,ELOY ALFARO,LA ARGELIA
PARQUE SECTORES ALTOS DE LA FERROVIARIA,-0.264269,-78.510111,ELOY ALFARO,LA FERROVIARIA
PARQUE MIRADOR ALTO DE LA ARGELIA,-0.282713,-78.525777,ELOY ALFARO,LA ARGELIA
UNIDAD EDUCATIVA INTERCULTURAL BILINGÜE TRÃNSITO AMAGUAÑA,-0.272338,-78.534033,ELOY ALFARO,SOLANDA
FERROVIARIA BAJA,-0.253319,-78.515319,ELOY ALFARO,LA FERROVIARIA
MERCADO EL CALZADO,-0.254614,-78.52928,ELOY ALFARO,SAN BARTOLO
PARQUE DE LA VIRGEN,-0.272705,-78.54152,ELOY ALFARO,SOLANDA
PARQUE FORESTAL,-0.254846,-78.504031,ELOY ALFARO,LA FERROVIARIA
UPC GUAJALO,-0.289192,-78.537812,ELOY ALFARO,LA ARGELIA
PARQUE BARRIO SALAZAR GOMEZ,-0.26016,-78.51922,ELOY ALFARO,LA FERROVIARIA
PARQUE SAN BARTOLO,-0.26727,-78.528323,ELOY ALFARO,SAN BARTOLO
PARQUE SAN BARTOLO ALTO,-0.275796,-78.513403,ELOY ALFARO,LA ARGELIA
CENTRO CULTURAL SAN LUIS DE MIRA VALLE,-0.276625,-78.5061,ELOY ALFARO,LA FERROVIARIA
PARQUE SANTA BARBARA BAJA,-0.270266,-78.553463,ELOY ALFARO,LA MENA
CASA BARRIAL ENRIQUE GARCES,-0.27371,-78.530189,ELOY ALFARO,SOLANDA
PARQUE REINO DE QUITO,-0.254918,-78.561594,ELOY ALFARO,LA MENA
PARQUE CRISTO REY,-0.266126,-78.563559,ELOY ALFARO,LA MENA
TROLE LA COLON NORTE,-0.197734,-78.495865,LA MARISCAL,BELISARIO QUEVEDO
ECOVIA RIO COCA,-0.163943,-78.472908, EUGENIO ESPEJO ,JIPIJAPA
PARQUE EL ROSARIO,-0.124982,-78.492767, EUGENIO ESPEJO ,LA CONCEPCION
ESTADIO LA CONCEPCION,-0.063377,-78.353042, EUGENIO ESPEJO ,GUAYLLABAMBA
ECOVIA GALO PLAZA,-0.20692,-78.493553,LA MARISCAL,MARISCAL SUCRE
PARQUE ANDALUCIA,-0.139645,-78.497238, EUGENIO ESPEJO ,LA CONCEPCION
SUBCENTRO DE SALUD LA PULIDA,-0.138253,-78.508872, EUGENIO ESPEJO ,COCHAPAMBA
PARQUE GRANDA CENTENO,-0.171731,-78.493851, EUGENIO ESPEJO ,RUMIPAMBA
PARQUE LA ROLDOS,-0.085353,-78.50748, LA DELICIA ,EL CONDADO
PARQUE SAN LUIS,-0.121646,-78.515072, LA DELICIA ,EL CONDADO
PARQUE SHIRYS,-0.007321,-78.45566, LA DELICIA ,SAN ANTONIO
PARQUE CARCELEN BAJO,-0.07669,-78.46289, LA DELICIA ,CARCELEN
PARQUE INFANTIL PASAJE 3,-0.075989,-78.456981, LA DELICIA ,CARCELEN
SENDERO SEGURO LA ROLDOS 1,-0.085162,-78.512722, LA DELICIA ,EL CONDADO
SENDERO SEGURO LA ROLDOS 3,-0.085298,-78.512364, LA DELICIA ,EL CONDADO
CANCHA CARCELEN BAJO,-0.076603,-78.464538, LA DELICIA ,CARCELEN
PARADA DE BUS PUSUQUI,-0.066497,-78.466126, LA DELICIA ,POMASQUI
PARQUE DE LA UNION,0.000856,-78.437476, LA DELICIA ,SAN ANTONIO
PARQUE CIUDADELA THOMAS,-0.116377,-78.501297, LA DELICIA ,COTOCOLLAO
SENDERO SEGURO LA ROLDOS 2,-0.085198,-78.513799, LA DELICIA ,EL CONDADO
PARQUE SAN JOSE DEL CONADO,-0.11006,-78.491725, LA DELICIA ,PONCEANO
SENDERO SEGURO UDLA,-0.202746,-78.485427,LA MARISCAL,MARISCAL SUCRE
MERCADO DE ALANGASI,-0.307432,-78.416673, LOS CHILLOS,ALANGASI
PARQUE 6 DE JUNIO CONOCOTO,-0.312906,-78.479033, LOS CHILLOS,CONOCOTO
MERCADO LA HOSPITALARIA CONOCOTO,-0.279242,-78.473987, LOS CHILLOS,CONOCOTO
UNIDAD EDUCATIVA LOS CHILLOS AMAGUAÑA,-0.379762,-78.49492, LOS CHILLOS,AMAGUAÑA
CANCHA BUENA VISTA,-0.199311,-78.477487, MANUELA SAENZ,ITCHIMBIA
PARQUE LA TOLITA,-0.204321,-78.476742, MANUELA SAENZ,ITCHIMBIA
CASA BARRIAL BARRIO SAN JUAN,-0.210668,-78.511339, MANUELA SAENZ,SAN JUAN
PARQUE SAN JUANITO,-0.23821,-78.486305, MANUELA SAENZ,PUENGASI
PARQUE LA INDEPENDENCIA,-0.209661,-78.515672, MANUELA SAENZ,SAN JUAN
CENTRO INFANTIL GUEVARA MAYORGA,-0.217974,-78.521032, MANUELA SAENZ,LA LIBERTAD
PARADA DE METRO EL EJIDO,-0.209429,-78.496601, MANUELA SAENZ,ITCHIMBIA
LA ECUATORIANA,-0.294269,-78.56732,QUITUMBE,LA ECUATORIANA
PARQUE NESTOR ROMERO,-0.304042,-78.561643,QUITUMBE,LA ECUATORIANA
PARQUE LA INDEPENDENCIA,-0.301508,-78.574586,QUITUMBE,LA ECUATORIANA
PARQUE BARRIO LOS JAZMINES,-0.328314,-78.543679,QUITUMBE,TURUBAMBA
PARQUE MARIA AUXILIADORA,-0.295098,-78.570265,QUITUMBE,LA ECUATORIANA
EMPRESA DE RASTRO,-0.319922,-78.563914,QUITUMBE,GUAMANI
METRO QUITUMBE,-0.294377,-78.555728,QUITUMBE,QUITUMBE
PARQUE BARRIO LA BARBA,-0.333663,-78.547902,QUITUMBE,TURUBAMBA
PARQUE 4 DE AGOSTO,-0.29149,-78.562151,QUITUMBE,LA ECUATORIANA
ECOVIA OTOYA,-0.298761,-78.546765,QUITUMBE,QUITUMBE
ECOVIA QUILLALLACTA,-0.298006,-78.549868,QUITUMBE,QUITUMBE
PARQUE BARRIO BLANQUEADO LA BALVINA,-0.302063,-78.543078,QUITUMBE,QUITUMBE
PARQUE BARRIO HOSPITAL NRO 1,-0.305798,-78.530612,QUITUMBE,QUITUMBE
PARQUE LINEAL MANUELA CAÑ‘IZAREZ,-0.274699,-78.5667,QUITUMBE,CHILLOGALLO
PARQUE BELLAVISTA DEL SUR,-0.292345,-78.562512,QUITUMBE,LA ECUATORIANA
PARQUE EL TIEMPO,-0.283407,-78.555059,QUITUMBE,CHILLOGALLO
CANCHAS MIRADOR DE SAN JUAN DE TURUBAMBA,-0.353796,-78.527741,QUITUMBE,TURUBAMBA
PARQUE EL ROCIO,-0.339065,-78.560888,QUITUMBE,GUAMANI
PARQUE LA ESPERANZA,-0.339828,-78.564105,QUITUMBE,GUAMANI
PARQUE MATILDE ALVAREZ,-0.333241,-78.552363,QUITUMBE,GUAMANI
LIGA NUEVOS HORIZONTES,-0.306577,-78.527631,QUITUMBE,QUITUMBE
PARQUE DE JOSE PERALTA,-0.341023,-78.571135,QUITUMBE,GUAMANI
PARQUE SANTA ROSA 3,-0.271257,-78.563485,QUITUMBE,CHILLOGALLO
PARQUE LATINA,-0.308621,-78.566387,QUITUMBE,LA ECUATORIANA
PARQUE NUEVA AURORA,-0.319343,-78.551203,QUITUMBE,GUAMANI
PARQUE SANTA MARTHA BAJA,-0.274807,-78.557933,QUITUMBE,CHILLOGALLO
PARQUE PADRE INOCENCIO JACOME,-0.334264,-78.543553,QUITUMBE,TURUBAMBA
PARQUE PRADERAS DEL SUR,-0.327832,-78.567094,QUITUMBE,GUAMANI
ECOVIA SAN JOSE DE GUAMANI,-0.32598,-78.550292,QUITUMBE,TURUBAMBA
PARQUE VENECIA 1,-0.33705,-78.544686,QUITUMBE,TURUBAMBA
PARQUE VENECIA 2,-0.33156,-78.540594,QUITUMBE,TURUBAMBA
CANCHA UNIDAD Y PROGRESO,-0.299389,-78.560263,QUITUMBE,LA ECUATORIANA
PARADA DE BUS EL LIMONAR,-0.2264,-78.4479, TUMBACO,CUMBAYA
PARADA DE BUS PARADA CUSUBAMBA,-0.109181,-78.297432, TUMBACO,EL QUINCHE
PARADA DE BUS TABABELA,-0.191721,-78.340177, TUMBACO,TABABELA
PARADA DE BUS LA VICTORIA,-0.108256,-78.297766, TUMBACO,EL QUINCHE
PARQUE LA ESTACION,-0.110655,-78.293993, TUMBACO,EL QUINCHE
PARQUE LINEAL OLALLA,-0.232718,-78.339304, TUMBACO,PIFO
PARQUE LA VICTORIA,-0.102058,-78.314361, TUMBACO,EL QUINCHE
PARADA DE BUS SAN JUAN,-0.205364,-78.444785, TUMBACO,CUMBAYA
PARADA DE BUS SAN JUAN DE CUMBAYA,-0.203099,-78.440101, TUMBACO,CUMBAYA
BARRIO COCHAPAMBA,-0.374494,-78.509701, LOS CHILLOS,AMAGUAÑA
ESTADIO LA MERCED,-0.299396,-78.4018, LOS CHILLOS,LA MERCED
CONSERVATORIO DE MUSICA AMAGUAÑA,-0.374802,-78.506877, LOS CHILLOS,AMAGUAÑA
PARQUE LA ARMENIA,-0.267617,-78.470467, LOS CHILLOS,CONOCOTO
ADMINISTRACION ZONAL LOS CHILLOS,-0.312554,-78.472672, LOS CHILLOS,CONOCOTO
BALNEARIO LA MOYA,-0.301762,-78.473138, LOS CHILLOS,CONOCOTO
QUITOPIA LA Y,-0.164693,-78.485262, EUGENIO ESPEJO ,JIPIJAPA
PARQUE ITALIA,-0.195841,-78.499778,LA MARISCAL,BELISARIO QUEVEDO
TROLE LA MARISCAL NORTE,-0.204274,-78.498656,LA MARISCAL,MARISCAL SUCRE
TROLE SANTA CLARA,-0.200946,-78.497156,LA MARISCAL,MARISCAL SUCRE
TROLE COLON NS,-0.198537,-78.496219,LA MARISCAL,BELISARIO QUEVEDO
TROLE MARIANA DE JESUS NORTE,-0.187327,-78.491483, EUGENIO ESPEJO ,IÑAQUITO
TROLE ESTADIO NS,-0.178818,-78.489063, EUGENIO ESPEJO ,RUMIPAMBA
TROLE LA Y NS,-0.172037,-78.487745, EUGENIO ESPEJO ,RUMIPAMBA
ECOVIA LOS SAUCES,-0.170037,-78.47633, EUGENIO ESPEJO ,JIPIJAPA
ECOVIA NACIONES UNIDAS,-0.178222,-78.478123, EUGENIO ESPEJO ,IÑAQUITO
METRO EL LABRADOR 1,-0.154398,-78.486953, EUGENIO ESPEJO ,LA CONCEPCION
METRO EL LABRADOR 2,-0.154616,-78.486443, EUGENIO ESPEJO ,LA CONCEPCION
PARQUE SAN JUAN,-0.213453,-78.513615, MANUELA SAENZ,SAN JUAN
BOULEVARD 24 DE MAYO,-0.221673,-78.518106, MANUELA SAENZ,CENTRO HISTORICO
COMITE BARRIAL VIRGEN DEL PANECILLO,-0.227112,-78.517758, MANUELA SAENZ,CENTRO HISTORICO
MAMA CUCHARA,-0.228661,-78.509052, MANUELA SAENZ,CENTRO HISTORICO
ARCO SANTO DOMINGO,-0.2251,-78.512172, MANUELA SAENZ,CENTRO HISTORICO
CASA BARRIAL EL ROSARIO,-0.22256,-78.48514, MANUELA SAENZ,ITCHIMBIA
PLAZA DE SANTA CLARA,-0.222093,-78.515908, MANUELA SAENZ,CENTRO HISTORICO
ARCO DE LA REINA,-0.222575,-78.514903, MANUELA SAENZ,CENTRO HISTORICO
INSTITUTO METROPOLITANO DE PATRIMONIO,-0.217279,-78.51018, MANUELA SAENZ,SAN JUAN
CENTRO CULTURAL METROPOLITANO,-0.220351,-78.513019, MANUELA SAENZ,CENTRO HISTORICO
IGLESIA DE LA COMPAÑIA DE JESUS,-0.221214,-78.513668, MANUELA SAENZ,CENTRO HISTORICO
CASA BARRIAL ARGENTINA,-0.320094,-78.547402,QUITUMBE,TURUBAMBA
SENDERO SAN BLAS,-0.219022,-78.504134, MANUELA SAENZ,CENTRO HISTORICO
PARQUE LOS COCOS,-0.217931,-78.482998, MANUELA SAENZ,ITCHIMBIA
PARQUE LA CUCHARA,-0.229757,-78.501535, MANUELA SAENZ,ITCHIMBIA
COLECTIVO BARRIAL SAN BLAS,-0.218923,-78.506309, MANUELA SAENZ,CENTRO HISTORICO
SENDERO LA TOLA,-0.222031,-78.505799, MANUELA SAENZ,CENTRO HISTORICO
UNIDAD EDUCATIVA AZMS,-0.226791,-78.514122, MANUELA SAENZ,CENTRO HISTORICO
CENTRO COMERCIAL HERMANO MIGUEL,-0.217532,-78.514913, MANUELA SAENZ,CENTRO HISTORICO
PARQUE HAITI,-0.211822,-78.506463, MANUELA SAENZ,SAN JUAN
TROLE CUMANDA,-0.226417,-78.513048, MANUELA SAENZ,CENTRO HISTORICO
BULEVAR 24 DE MAYO,-0.222108,-78.517331, MANUELA SAENZ,CENTRO HISTORICO
TROLE EL EJIDO NORTE,-0.208584,-78.500286, MANUELA SAENZ,SAN JUAN
PARQUE LIQUIDO,-0.335353,-78.543714,QUITUMBE,TURUBAMBA
LIGA DEPORTIVA MANUELITA SAENZ,-0.331537,-78.582329,QUITUMBE,LA ECUATORIANA
CANCHAS SAN BLAS,-0.305568,-78.524212,QUITUMBE,QUITUMBE
ECOVIA SANTO TOMAS,-0.332131,-78.550483,QUITUMBE,TURUBAMBA
UE OSWALDO LOMBEYDA,-0.33654,-78.562416,QUITUMBE,GUAMANI
PARQUE SIERRA HERMOSA,-0.331545,-78.564779,QUITUMBE,GUAMANI
PARQUE SAN FRANCISCO ESMERALDA,-0.323711,-78.558682,QUITUMBE,GUAMANI
METRO MORAN VALVERDE,-0.280823,-78.548543,ELOY ALFARO,SOLANDA
CANCHA EL ROSAL,-0.2837,-78.561447,QUITUMBE,CHILLOGALLO
PARQUE SOL NACIENTE,-0.061325,-78.416659,CALDERON,CALDERON
PARQUE CARCELEN BAJO,-0.073373,-78.454583, LA DELICIA ,CARCELEN
PARADA PUSUQUI,-0.073577,-78.478832, LA DELICIA ,POMASQUI
PARADA DOS HEMISFERIOS,-0.069576,-78.470011, LA DELICIA ,POMASQUI
BOULEVARD EQUINOCCIAL,-0.006497,-78.449643, LA DELICIA ,SAN ANTONIO
BOULEVARD EQUINOCCIAL,-0.004483,-78.45157, LA DELICIA ,SAN ANTONIO
PARQUE KENNEDY,-0.111770469,-78.49136081, LA DELICIA ,PONCEANO
TROLE QUITO SUR,-0.261248,-78.53081,ELOY ALFARO,SAN BARTOLO
PARQUE CHILIBULO,-0.246233,-78.548702,ELOY ALFARO,CHILIBULO
COMUNA CHIRIBOGA,-0.2288,-78.7671,ELOY ALFARO,LLOA
PARQUE SOLANDA,-0.268526,-78.538906,ELOY ALFARO,SOLANDA
BALNEARIO CUNUYACU,-0.22921,-78.43064, TUMBACO,TUMBACO
CANCHA RUMIHUAYCO,-0.224653,-78.39626, TUMBACO,TUMBACO
PARQUE MANGAHUANTAG,-0.166896,-78.371729, TUMBACO,PUEMBO
PARQUE SAN JOSE DE PUEMBO,-0.203177,-78.344322, TUMBACO,PUEMBO
PARADA LALAGACHI,-0.150368,-78.31923, TUMBACO,YARUQUI
PARQUE VÍA LA VICTORIA,-0.107643,-78.298938, TUMBACO,EL QUINCHE
TERMINAL EL QUINCHE,-0.10771,-78.297258, TUMBACO,EL QUINCHE
PARADA REINA DEL QUINCHE,-0.111823,-78.296699, TUMBACO,EL QUINCHE
CASA BARRIAL SAN PEDRO DE LA TOLA,-0.145166,-78.302911, TUMBACO,CHECA
PARADA DE LA VILLA VEGA,-0.210467,-78.38591, TUMBACO,TUMBACO
PARADA RUMIHUAYCO,-0.227615,-78.399054, TUMBACO,TUMBACO
PARQUE PUEMBO,-0.176601,-78.36498, TUMBACO,PUEMBO
PARADA VICTOR EMILIO ESTRADA,-0.159027,-78.29426, TUMBACO,CHECA
CASA BARRIAL LA COLINA,-0.053615,-78.35159, EUGENIO ESPEJO ,GUAYLLABAMBA
PARQUE CENTRAL GUAYLLABAMBA,-0.058433,-78.345377, EUGENIO ESPEJO ,GUAYLLABAMBA
CANCHAS DEPORTIVAS SAN LUIS,-0.057532,-78.344304, EUGENIO ESPEJO ,GUAYLLABAMBA
MERCADO GUAYLLABAMBA,-0.065274,-78.361137, EUGENIO ESPEJO ,GUAYLLABAMBA
CANCHAS SAN RAFAEL,-0.051487,-78.345141, EUGENIO ESPEJO ,GUAYLLABAMBA
COLISEO PERRUCHO,0.110081,-78.425477, EUGENIO ESPEJO ,PERUCHO
COLEGIO PROCER ANTONIO AGUIRRE,0.132463,-78.371288, EUGENIO ESPEJO ,ATAHUALPA
PARQUE BELLO HORIZONTE,-0.053595,-78.425437,CALDERON,CALDERON
CENTRO DE DESARROLLO INFANTIL EL TRIUNFO,0.132548,-78.369505, EUGENIO ESPEJO ,ATAHUALPA
PUELLARO,0.066645,-78.402627, EUGENIO ESPEJO ,PUELLARO
CHAVEZPAMBA,0.124455,-78.404156, EUGENIO ESPEJO ,CHAVEZPAMBA
GUAYLLABAMBA,-0.059217,-78.346274, EUGENIO ESPEJO ,GUAYLLABAMBA
PARQUE NUEVO HORIZONTE,-0.292238,-78.57546,QUITUMBE,CHILLOGALLO
ECOVIA BENALCAZAR,-0.18123,-78.478583, EUGENIO ESPEJO ,IÑAQUITO
ECOVIA BELLAVISTA,-0.189149,-78.480356, EUGENIO ESPEJO ,IÑAQUITO
ECOVIA ELOY ALFARO,-0.184611,-78.479141, EUGENIO ESPEJO ,IÑAQUITO
UE 11 DE MARZO,-0.251219,-78.520382,ELOY ALFARO,CHIMBACALLE
PARQUE DE CHILLOGALLO,-0.276347,-78.554106,QUITUMBE,CHILLOGALLO
PARQUE TEODORO GOMEZ,-0.263568,-78.527602,ELOY ALFARO,SAN BARTOLO
ESTADIO TABABELA,-0.182752,-78.345465, TUMBACO,TABABELA
PARQUE SANTA BARBARA,-0.073077,-78.408008,CALDERON,CALDERON
PARUQE CENTRAL PUELLARO,0.065834,-78.40292, EUGENIO ESPEJO ,PUELLARO
CENTRO SALUD PUELLARO,0.065133,-78.400214, EUGENIO ESPEJO ,PUELLARO
PARQUE CHAVEZPAMBA,0.124325,-78.404101, EUGENIO ESPEJO ,CHAVEZPAMBA
PARQUE JAPON,-0.170596,-78.482262, EUGENIO ESPEJO ,IÑAQUITO
CANCHA EL CEDRO,-0.232258,-78.475389, MANUELA SAENZ,PUENGASI
CASA BARRIAL VISTA HERMOSA,-0.176369,-78.511446,LA MARISCAL,BELISARIO QUEVEDO
PARQUE PRIMERO DE MAYO,-0.255537,-78.528762,ELOY ALFARO,SAN BARTOLO
PACTO,0.141879,-78.767624,CHOCO ANDINO,PACTO
NOROCCIDENTE,0.05995,-78.682299,CHOCO ANDINO,NANEGALITO
PARQUE TABLON,-0.148047,-78.455223, EUGENIO ESPEJO ,SAN ISIDRO DEL INCA
PARQUE CENTRAL NONO,-0.065518,-78.576743,CHOCO ANDINO,NONO
PARQUE AMBROCIO ACOSTA,-0.286548,-78.562624,QUITUMBE,CHILLOGALLO
PARQUE BELLAURORA,-0.128518,-78.452178, EUGENIO ESPEJO ,SAN ISIDRO DEL INCA
PARQUE SAN JOSE DE MORAN,-0.085739,-78.439395,CALDERON,CALDERON
COMUNA SANTA ELENA,0.091622,-78.717345,CHOCO ANDINO,NANEGALITO
UE TARQUI,-0.25043,-78.516917,ELOY ALFARO,CHIMBACALLE
PARADA 4 ESQUINAS,-0.193956,-78.39641, TUMBACO,TUMBACO
LA MARISCAL,-0.20841,-78.498233, MANUELA SAENZ,ITCHIMBIA
ESCUELA GASPAR DE CARVAJAL,-0.380846,-78.370545, LOS CHILLOS,PINTAG
PARQUE LOS CHILLOS,-0.310587,-78.471947, LOS CHILLOS,CONOCOTO
PLAZA SIXTO DURAN BALLEN,-0.220269,-78.510649, MANUELA SAENZ,CENTRO HISTORICO
MIRADOR DE HUMBOLT,-0.204768,-78.527913, MANUELA SAENZ,SAN JUAN
PARQUE LOS ANGELES,-0.054914,-78.436082,CALDERON,CALDERON
LA RONDA,-0.224409,-78.513842, MANUELA SAENZ,CENTRO HISTORICO
PLAZA GRANDE 2,-0.21964,-78.512183, MANUELA SAENZ,CENTRO HISTORICO
PLAZA VICTORIA,-0.222832,-78.51915, MANUELA SAENZ,CENTRO HISTORICO
ECOVIA PLAYON MARIN 2,-0.228187,-78.506757, MANUELA SAENZ,CENTRO HISTORICO
ESCUELA ENRIQUE PONCE GANGOTENA,-0.268351,-78.348058, TUMBACO,PIFO
CEMENTERIO EL QUINCHE,-0.112939,-78.296145, TUMBACO,EL QUINCHE
PARUQE BARRIO EL PARAISO,-0.23643,-78.541191,ELOY ALFARO,CHILIBULO
